ID1,ID2,species,data,otherfeature,state
ENOG4102NDK,ENOG410DVJQ,Ce,0.2488468825,-0.05469637506331412,
ENOG4102NDK,ENOG410KDIF,Ce,-0.018160081097099996,0.4063739436813286,
ENOG4102NDK,ENOG410RV5X,Ce,0.20293975574700002,-0.06012609102201688,
ENOG4102NDK,ENOG410VIAK,Ce,0.339003314128,-0.16169487455940362,
ENOG4102NDK,KOG0020,Ce,0.5374078856360001,-0.4986630817160196,
ENOG4102NDK,KOG0052,Ce,0.23791860206999998,-0.15130040202481457,
ENOG4102NDK,KOG0103,Ce,0.225519615504,-0.3171587238872892,
ENOG4102NDK,KOG0116,Ce,-0.0679732923423,0.06219969141495761,
ENOG4102NDK,KOG0123,Ce,-0.000717215552608,0.2426631970596188,
ENOG4102NDK,KOG0174,Ce,0.018342443741799996,-0.2725888845375102,
ENOG4102NDK,KOG0175,Ce,-0.0372227427414,0.013710799368749695,
ENOG4102NDK,KOG0176,Ce,0.0563712752254,-0.7755118369475354,
ENOG4102NDK,KOG0177,Ce,-0.0387400069037,-0.5573559708416297,
ENOG4102NDK,KOG0178,Ce,-0.0412121346499,0.14821461589300447,
ENOG4102NDK,KOG0179,Ce,-0.02390990286,-0.04274579028666187,
ENOG4102NDK,KOG0180,Ce,0.030481749070200004,-0.419333209461876,
ENOG4102NDK,KOG0181,Ce,-0.043285278624300004,-0.0678975652663447,
ENOG4102NDK,KOG0182,Ce,0.0722874193028,-0.044118469808753925,
ENOG4102NDK,KOG0183,Ce,0.215942829126,-0.14960425010782927,
ENOG4102NDK,KOG0184,Ce,0.0134991990313,-0.21090739337597778,
ENOG4102NDK,KOG0185,Ce,-0.030054745915599996,-0.17756146830486835,
ENOG4102NDK,KOG0213,Ce,-0.18694203413600002,0.1951949125365409,
ENOG4102NDK,KOG0260,Ce,0.334221564842,0.03076707152302325,
ENOG4102NDK,KOG0262,Ce,0.325876057891,0.12977060877084265,
ENOG4102NDK,KOG0264,Ce,0.24881449931,-0.43844520232452894,
ENOG4102NDK,KOG0358,Ce,0.306368613976,0.2771189511661223,
ENOG4102NDK,KOG0359,Ce,0.367656559891,0.16490640729779824,
ENOG4102NDK,KOG0361,Ce,0.27379293347399997,-0.14270828796115842,
ENOG4102NDK,KOG0363,Ce,0.326104561732,0.056780748354226,
ENOG4102NDK,KOG0364,Ce,0.308642193661,0.07288816920115769,
ENOG4102NDK,KOG0469,Ce,0.152012561776,-0.11528652089261626,
ENOG4102NDK,KOG0543,Ce,-0.143449867506,-0.013312203993654183,
ENOG4102NDK,KOG0651,Ce,0.50402493416,0.05694108104849182,
ENOG4102NDK,KOG0652,Ce,0.410988377701,-0.1575405878110908,
ENOG4102NDK,KOG0657,Ce,-0.0840286722996,0.017142761469435962,
ENOG4102NDK,KOG0668,Ce,0.257342739957,0.4301642172546685,
ENOG4102NDK,KOG0674,Ce,0.42612533807499997,0.11388320606115608,
ENOG4102NDK,KOG0687,Ce,0.220585678277,-0.42696276186927007,
ENOG4102NDK,KOG0727,Ce,0.39939748060900004,-0.16757329916301344,
ENOG4102NDK,KOG0841,Ce,0.458225288327,-0.2938528868758405,
ENOG4102NDK,KOG0952,Ce,0.286354270848,-0.24549595362660545,
ENOG4102NDK,KOG0977,Ce,0.06297133231959999,0.22596273361948038,
ENOG4102NDK,KOG0985,Ce,0.33645405202699996,-0.38471695863956107,
ENOG4102NDK,KOG1036,Ce,-0.10794689842599998,0.33070902398787383,
ENOG4102NDK,KOG1350,Ce,0.485352067906,0.22975941404972638,
ENOG4102NDK,KOG1376,Ce,0.696019349413,0.7884098658628634,
ENOG4102NDK,KOG1463,Ce,0.22321226557799997,-0.5818156612646298,
ENOG4102NDK,KOG1498,Ce,0.126189420092,0.18157880249757352,
ENOG4102NDK,KOG1531,Ce,0.414967293179,-0.24377389065895463,
ENOG4102NDK,KOG1554,Ce,0.0944160031484,-0.19365268730717713,
ENOG4102NDK,KOG1596,Ce,0.34580253088299995,0.5866367814710561,
ENOG4102NDK,KOG1655,Ce,-0.11142072303400001,0.46040877536090424,
ENOG4102NDK,KOG1656,Ce,-0.25733633989599997,-0.3532048746847834,
ENOG4102NDK,KOG1662,Ce,0.344907102359,-0.3021395417415243,
ENOG4102NDK,KOG1666,Ce,0.0275152336385,-0.10814972483545289,
ENOG4102NDK,KOG1694,Ce,0.548272114821,0.4411519746884043,
ENOG4102NDK,KOG1748,Ce,-0.00379631304489,-0.2848634002061383,
ENOG4102NDK,KOG1758,Ce,0.332640997468,-0.42129290808161535,
ENOG4102NDK,KOG1760,Ce,-0.062194389891,-0.24949313140840812,
ENOG4102NDK,KOG1769,Ce,-0.028986419706200004,-0.2889392788875365,
ENOG4102NDK,KOG1784,Ce,0.0909448970321,0.11590381573420805,
ENOG4102NDK,KOG1898,Ce,0.118994135392,0.24113676148047933,
ENOG4102NDK,KOG2062,Ce,0.313849123139,-0.038792211213313006,
ENOG4102NDK,KOG2260,Ce,0.0216644712173,-0.29509924692566714,
ENOG4102NDK,KOG2309,Ce,0.42248637094,0.08135247445124826,
ENOG4102NDK,KOG2314,Ce,0.258665822447,-0.19177684685623728,
ENOG4102NDK,KOG2581,Ce,0.41521332168999997,0.12059550054298548,
ENOG4102NDK,KOG2988,Ce,0.450279485573,-0.13586902259948286,
ENOG4102NDK,KOG3048,Ce,-0.0272488160809,0.21590300917396407,
ENOG4102NDK,KOG3070,Ce,0.16567465114399998,0.36995334386733864,
ENOG4102NDK,KOG3092,Ce,0.266703972511,0.23880931627704155,
ENOG4102NDK,KOG3151,Ce,0.098054091557,0.13967790536265182,
ENOG4102NDK,KOG3162,Ce,0.334252895085,0.291054629361571,
ENOG4102NDK,KOG3168,Ce,0.00766609468938,-0.39950802783006395,
ENOG4102NDK,KOG3174,Ce,0.0335485701652,-0.08304820403589733,
ENOG4102NDK,KOG3196,Ce,0.159356259225,0.014029195902957453,
ENOG4102NDK,KOG3265,Ce,0.339020919477,0.5360074245406121,
ENOG4102NDK,KOG3291,Ce,0.610412928887,0.11910391690330438,
ENOG4102NDK,KOG3366,Ce,0.42466073158900003,-0.3535925834991417,
ENOG4102NDK,KOG3400,Ce,-0.034889862091699995,0.23300346727607044,
ENOG4102NDK,KOG3428,Ce,-0.00846891914257,-0.06642130932529657,
ENOG4102NDK,KOG3438,Ce,0.391894768296,-0.0234993411798501,
ENOG4102NDK,KOG3458,Ce,0.178198226633,0.17187391109055636,
ENOG4102NDK,KOG3460,Ce,0.0399430797893,0.16654743542799125,
ENOG4102NDK,KOG3677,Ce,0.274121799648,-0.06497527971213062,
ENOG4102NDK,KOG3890,Ce,0.315311995255,-0.021011054855108596,
ENOG4102NDK,KOG4098,Ce,-0.135774723848,0.007838689192187479,
ENOG4102NDK,KOG4109,Ce,0.06913860512619999,0.14375289128065086,
ENOG4102NDK,KOG4246,Ce,-0.0201158494671,0.014453606763828952,
ENOG4102NDK,KOG4348,Ce,-0.125765119097,-0.16381473564353247,
ENOG4102NDK,KOG4634,Ce,0.38404847451499996,-0.5898469393993676,
ENOG410DVJQ,ENOG410KDIF,Ce,0.13478942444800002,0.3068821505681541,
ENOG410DVJQ,ENOG410RV5X,Ce,0.474851730082,-0.29094719791395623,
ENOG410DVJQ,ENOG410VIAK,Ce,-0.08264392704660001,-0.1267756049787896,
ENOG410DVJQ,KOG0020,Ce,0.45764284584200005,-0.2650318043390959,
ENOG410DVJQ,KOG0052,Ce,0.412155129801,0.42886623299471627,
ENOG410DVJQ,KOG0103,Ce,0.474588254574,-0.29717743412202013,
ENOG410DVJQ,KOG0116,Ce,0.037875356431400005,0.27437674946077484,
ENOG410DVJQ,KOG0123,Ce,0.368741902001,-0.08514292181035608,
ENOG410DVJQ,KOG0174,Ce,0.140556740081,0.2720936215177213,
ENOG4102NDK,ENOG4104K0S,Hs,0.225426850589,0.3278710867583331,0.0
ENOG4102NDK,ENOG4104KCG,Hs,0.21449666579399998,-0.035713257363845334,0.0
ENOG4102NDK,ENOG41067GK,Hs,0.46809064660800004,-0.18306612719170837,0.0
ENOG4102NDK,ENOG4106AYG,Hs,-0.289756171531,-0.44091731482968716,0.0
ENOG4102NDK,ENOG4108S5H,Hs,-0.191463613577,0.07793555179924011,0.0
ENOG4102NDK,ENOG410C8H1,Hs,0.14656494472,-0.2634577495093467,0.0
ENOG4102NDK,ENOG410C9UC,Hs,0.09734004000730001,0.22289509752844228,0.0
ENOG4102NDK,ENOG410CF8D,Hs,0.309118154318,-0.3083546267812181,0.0
ENOG4102NDK,ENOG410CH8Q,Hs,0.40860163036200003,0.2979017269118508,0.0
ENOG4102NDK,ENOG410CI6E,Hs,-0.141293959499,0.05412654973866768,0.0
ENOG4102NDK,ENOG410CJBM,Hs,0.308570227104,0.04605849889266841,1.0
ENOG4102NDK,ENOG410DQ8H,Hs,0.36941332750100003,-0.2848770863298,1.0
ENOG4102NDK,ENOG410DVJQ,Hs,0.26490343884100004,0.044175851998455036,0.0
ENOG4102NDK,ENOG410IF68,Hs,-0.101453252831,0.0360438472680912,0.0
ENOG4102NDK,ENOG410IF81,Hs,-0.1062868891,-0.2245197940178827,0.0
ENOG4102NDK,ENOG410IFFN,Hs,0.102271049861,0.5361156332846262,0.0
ENOG4102NDK,ENOG410IGPC,Hs,0.725311196306,-0.40573835853965784,1.0
ENOG4102NDK,ENOG410IHXJ,Hs,0.5348279187430001,-0.13162965414312838,0.0
ENOG4102NDK,ENOG410IHZM,Hs,0.454418296369,-0.07816426457080106,0.0
ENOG4102NDK,ENOG410IJ10,Hs,-0.0015845520624999999,-0.32328513555287786,0.0
ENOG4102NDK,ENOG410IJNC,Hs,0.144998471372,0.30269046864462246,0.0
ENOG4102NDK,ENOG410IN2U,Hs,0.15898402580600002,-0.145531260781756,0.0
ENOG4102NDK,ENOG410IP4N,Hs,0.38265097854099994,0.3712932448354593,0.0
ENOG4102NDK,ENOG410IREB,Hs,0.545062317371,-0.09522127218136764,0.0
ENOG4102NDK,ENOG410IRS7,Hs,0.440466254529,0.3799735878457465,0.0
ENOG4102NDK,ENOG410IT51,Hs,-0.0455736055403,0.08169838589960526,0.0
ENOG4102NDK,ENOG410IUMQ,Hs,0.47248637275300004,0.294978072011208,0.0
ENOG4102NDK,ENOG410IW5Z,Hs,-0.27129131249099997,-0.240154031787422,1.0
ENOG4102NDK,ENOG410IXEK,Hs,-0.10589745717700001,0.13438797379944928,0.0
ENOG4102NDK,ENOG410IZ0U,Hs,0.13728939522199998,-0.10935637288711808,0.0
ENOG4102NDK,ENOG410IZRM,Hs,-0.07223143735019999,-0.5560253455100092,0.0
ENOG4102NDK,ENOG410J0KM,Hs,-0.166120451546,0.3875407768386447,0.0
ENOG4102NDK,ENOG410KCT5,Hs,0.5384474330910001,-0.30402723717812613,0.0
ENOG4102NDK,ENOG410KCXR,Hs,0.31845790449,0.31033454732977317,0.0
ENOG4102NDK,ENOG410KD8M,Hs,0.498694896081,-0.1668640572929118,1.0
ENOG4102NDK,ENOG410KDIF,Hs,-0.199424682208,0.03485259388646676,0.0
ENOG4102NDK,ENOG410KDN3,Hs,-0.204079460493,0.24332578661235865,0.0
ENOG4102NDK,ENOG410RKBN,Hs,0.551408003302,-0.0902423974252383,0.0
ENOG4102NDK,ENOG410RKCN,Hs,-0.13522228194,-0.4192240438956611,0.0
ENOG4102NDK,ENOG410RM4D,Hs,0.183019830484,-0.20571936716999428,0.0
ENOG4102NDK,ENOG410RN6C,Hs,-0.028703395276599996,-0.6142907373726259,0.0
ENOG4102NDK,ENOG410RP0T,Hs,0.111142760088,-0.35421026017847584,0.0
ENOG4102NDK,ENOG410RP8H,Hs,0.537498409017,-0.05251437384966263,0.0
ENOG4102NDK,ENOG410RQGR,Hs,0.297235601674,0.3434074607796788,0.0
ENOG4102NDK,ENOG410RQSY,Hs,-0.20779673075599997,0.4074421046350427,0.0
ENOG4102NDK,ENOG410RR5C,Hs,0.122607536009,-0.10841922106974596,0.0
ENOG4102NDK,ENOG410RRTK,Hs,0.321877601225,-0.4042946995976991,0.0
ENOG4102NDK,ENOG410RSHA,Hs,0.43634898421999996,-0.30333748210702166,1.0
ENOG4102NDK,ENOG410RTU8,Hs,-0.00023184141763900003,0.48983266241329804,0.0
ENOG4102NDK,ENOG410RUHC,Hs,-0.332534159704,0.13965837403417258,0.0
ENOG4102NDK,ENOG410RUSA,Hs,0.192354567789,0.44410494320725236,0.0
ENOG4102NDK,ENOG410RWHH,Hs,0.26671498653700004,0.15953466329958252,0.0
ENOG4102NDK,ENOG410RX6V,Hs,0.025367545378299997,-0.2053943893381779,0.0
ENOG4102NDK,ENOG410RXSC,Hs,0.39280861643799997,-0.2582332818305616,0.0
ENOG4102NDK,ENOG410S0BI,Hs,0.651448521603,0.3110576564899524,1.0
ENOG4102NDK,ENOG410S18U,Hs,-0.121039568357,0.08331076833961541,0.0
ENOG4102NDK,ENOG410VI9I,Hs,0.316363331232,-0.17143099464866743,0.0
ENOG4102NDK,ENOG410VIAK,Hs,0.341014485866,-0.45772026288654444,0.0
ENOG4102NDK,KOG0007,Hs,0.24550865935,-0.18961734075291029,0.0
ENOG4102NDK,KOG0018,Hs,0.22225032475200002,-0.5217103933428385,0.0
ENOG4102NDK,KOG0020,Hs,0.688993898564,0.2566664660000844,0.0
ENOG4102NDK,KOG0050,Hs,0.22640787095400003,0.18386353593083976,1.0
ENOG4102NDK,KOG0052,Hs,0.253561601895,-0.12696901231424335,1.0
ENOG4102NDK,KOG0067,Hs,-0.37343181853699997,-0.45639281126068987,0.0
ENOG4102NDK,KOG0103,Hs,0.277549713792,-0.26784648937979944,0.0
ENOG4102NDK,KOG0107,Hs,0.660666445575,0.09709236269035519,0.0
ENOG4102NDK,KOG0113,Hs,0.54532704893,-0.6294594597874584,0.0
ENOG4102NDK,KOG0114,Hs,0.17327819280499998,0.10703018681808783,0.0
ENOG4102NDK,KOG0115,Hs,-0.125236508741,0.28089707077233556,1.0
ENOG4102NDK,KOG0116,Hs,0.285627601516,0.06432924151561743,0.0
ENOG4102NDK,KOG0122,Hs,0.38479905867299996,0.23349091577779046,0.0
ENOG4102NDK,KOG0123,Hs,0.0472053187359,0.04152159102635894,0.0
ENOG4102NDK,KOG0174,Hs,0.133975694191,-0.22675631891210707,0.0
ENOG4102NDK,KOG0175,Hs,0.138858646416,-0.1435101822687415,0.0
ENOG4102NDK,KOG0176,Hs,0.179052024249,-0.16340632550690476,0.0
ENOG4102NDK,KOG0177,Hs,0.0823668005132,0.39565417836226296,0.0
ENOG4102NDK,KOG0178,Hs,-0.029622912509,0.005127155725182776,0.0
ENOG4102NDK,KOG0179,Hs,0.201609764921,-0.1479939993037999,0.0
ENOG4102NDK,KOG0180,Hs,0.206114334773,-0.11208511939480968,0.0
ENOG4102NDK,KOG0181,Hs,0.218613421724,0.1657829512554735,0.0
ENOG4102NDK,KOG0182,Hs,0.213118338355,0.17853277456389263,0.0
ENOG4102NDK,KOG0183,Hs,0.148078362779,-0.11101865940078785,0.0
ENOG4102NDK,KOG0184,Hs,0.146930543893,-0.38824332562413716,0.0
ENOG4102NDK,KOG0185,Hs,0.158093675075,0.07161123486792596,0.0
ENOG4102NDK,KOG0213,Hs,0.230823741285,-0.22664118823088217,0.0
ENOG4102NDK,KOG0260,Hs,0.276609586571,0.033162313254852735,0.0
ENOG4102NDK,KOG0264,Hs,0.6710751299350001,-0.25741914256637977,0.0
ENOG4102NDK,KOG0333,Hs,0.299671124917,0.2891729771458302,1.0
ENOG4102NDK,KOG0358,Hs,0.22792085243700003,0.14484403171978263,0.0
ENOG4102NDK,KOG0359,Hs,0.29082854118,0.16910273486113728,0.0
ENOG4102NDK,KOG0361,Hs,0.107870574731,0.3420610019721823,0.0
ENOG4102NDK,KOG0363,Hs,0.263199867111,0.1381766751504621,0.0
ENOG4102NDK,KOG0364,Hs,0.29148342844700004,0.19391266092680168,0.0
ENOG4102NDK,KOG0466,Hs,0.19448001389400002,-0.16355968671526547,0.0
ENOG4102NDK,KOG0469,Hs,0.21508205902199998,-0.3482186592199616,1.0
ENOG4102NDK,KOG0478,Hs,0.21665486449000002,-0.7293452123411279,0.0
ENOG4102NDK,KOG0480,Hs,0.25650012321800003,0.29760785754989993,0.0
ENOG4102NDK,KOG0481,Hs,0.0594730410843,0.38040385142792865,0.0
ENOG4102NDK,KOG0543,Hs,0.0783798111975,-0.5903492202964907,0.0
ENOG4102NDK,KOG0616,Hs,-0.15012306565,-0.29313005737820136,0.0
ENOG4102NDK,ENOG410IE8I,Dm,0.779186363458,0.019439874451129862,
ENOG4102NDK,ENOG410IHD9,Dm,-0.0732058351897,0.518658121657134,
ENOG4102NDK,ENOG410IIN3,Dm,0.267706670197,0.44269424037606514,
ENOG4102NDK,ENOG410IK5M,Dm,0.0673110003317,-0.09881393581654067,
ENOG4102NDK,ENOG410IP4N,Dm,-0.217806013449,0.3108386698329265,
ENOG4102NDK,ENOG410IQ75,Dm,0.499644410618,0.30287925285847095,
ENOG4102NDK,ENOG410IR3P,Dm,0.496606050972,-0.10321413643573224,
ENOG4102NDK,ENOG410IREB,Dm,0.8653759805419999,-0.10630868387705418,
ENOG4102NDK,ENOG410IRVA,Dm,-0.171084687198,0.07723795770699861,
ENOG4102NDK,ENOG410IRZW,Dm,0.00389226647315,-0.37758256228648956,
ENOG4102NDK,ENOG410IT51,Dm,0.0704237152532,0.12155335870959405,
ENOG4102NDK,ENOG410KD7N,Dm,-0.0680749340525,0.18215881781964852,
ENOG4102NDK,ENOG410VIAK,Dm,0.533552484029,-0.2597377497760748,
ENOG4102NDK,KOG0007,Dm,-0.130190998555,-0.32005890237724993,
ENOG4102NDK,KOG0018,Dm,0.489653837143,0.3274211985747019,
ENOG4102NDK,KOG0020,Dm,0.829070460856,-0.6840535680548847,
ENOG4102NDK,KOG0050,Dm,0.17000986216400002,0.10025443780436434,
ENOG4102NDK,KOG0052,Dm,0.322437884629,-0.1266188559733484,
ENOG4102NDK,KOG0067,Dm,-0.271243637313,0.4563446836805719,
ENOG4102NDK,KOG0103,Dm,0.30574203602,-0.13292439705454057,
ENOG4102NDK,KOG0107,Dm,0.274991595945,-0.1666991627401729,
ENOG4102NDK,KOG0113,Dm,0.596266862932,-0.2544578804982126,
ENOG4102NDK,KOG0115,Dm,-0.176014912837,-0.010901778454944723,
ENOG4102NDK,KOG0116,Dm,-0.264413778986,0.2925079769258521,
ENOG4102NDK,KOG0122,Dm,0.587056083477,-0.19060030448344917,
ENOG4102NDK,KOG0123,Dm,0.595316110333,-0.02851983624226215,
ENOG4102NDK,KOG0174,Dm,-0.00263428235881,0.14774094809901578,
ENOG4102NDK,KOG0175,Dm,0.0319619399925,-0.060131711495478836,
ENOG4102NDK,KOG0176,Dm,-0.00263154354509,-0.023893799600022008,
ENOG4102NDK,KOG0177,Dm,-0.00680624093917,0.2322809932915205,
ENOG4102NDK,KOG0178,Dm,0.050207853810599994,-0.538128334554092,
ENOG4102NDK,KOG0179,Dm,0.0290347454416,-0.07690443379810073,
ENOG4102NDK,KOG0180,Dm,0.04691243354809999,-0.07818474774699845,
ENOG4102NDK,KOG0181,Dm,-0.00783007593172,-0.057756665295482346,
ENOG4102NDK,KOG0182,Dm,-0.35379769326,0.40381958491391423,
ENOG4102NDK,KOG0183,Dm,0.146367042483,0.10546364254163912,
ENOG4102NDK,KOG0184,Dm,-0.0332474110309,-0.048603699403202597,
ENOG4102NDK,KOG0185,Dm,0.0316218325758,-0.331330069154162,
ENOG4102NDK,KOG0213,Dm,0.15593358925200002,-0.4025081474751477,
ENOG4102NDK,KOG0216,Dm,0.2873131009,-0.09819637034882299,
ENOG4102NDK,KOG0260,Dm,0.24623772366,0.17504165684887643,
ENOG4102NDK,KOG0262,Dm,0.215365061654,-0.3865650784665362,
ENOG4102NDK,KOG0264,Dm,0.895318134422,-0.36087052852197765,
ENOG4102NDK,KOG0285,Dm,0.322273071206,0.421080672520199,
ENOG4102NDK,KOG0333,Dm,0.469588207728,-0.2605757200731137,
ENOG4102NDK,KOG0358,Dm,0.140998532498,0.1325690599853012,
ENOG4102NDK,KOG0359,Dm,0.459035671227,-0.679548228728328,
ENOG4102NDK,KOG0361,Dm,-0.022191715663,-0.12242867575926474,
ENOG4102NDK,KOG0363,Dm,-0.113814609163,-0.15722477265935708,
ENOG4102NDK,KOG0364,Dm,0.482400603855,-0.06529037694798405,
ENOG4102NDK,KOG0391,Dm,0.5595091515389999,-0.2662533677300458,
ENOG4102NDK,KOG0466,Dm,0.430311103582,0.075403852596865,
ENOG4102NDK,KOG0469,Dm,0.46960342321000004,-0.15171310881415764,
ENOG4102NDK,KOG0478,Dm,0.444174263707,0.022788885670482355,
ENOG4102NDK,KOG0480,Dm,0.533827765987,0.3548524545477709,
ENOG4102NDK,KOG0481,Dm,0.32646407773200004,0.015349184900702183,
ENOG4102NDK,KOG0543,Dm,-0.312858136018,0.18030163525373458,
ENOG4102NDK,KOG0639,Dm,-0.44104262673600003,-0.13275755470218945,
ENOG4102NDK,KOG0649,Dm,0.0150786477066,-0.2955573688203033,
ENOG4102NDK,KOG0651,Dm,0.7358136057979999,0.1644854118196497,
ENOG4102NDK,KOG0652,Dm,0.747181075903,0.04276583818530884,
ENOG4102NDK,KOG0653,Dm,-0.016437532878700003,0.14184082182152594,
ENOG4102NDK,KOG0657,Dm,-0.333718658288,-0.11229793287041814,
ENOG4102NDK,KOG0658,Dm,-0.498475155524,-0.23051371349478458,
ENOG4102NDK,KOG0668,Dm,0.536153604355,-0.3371479006473648,
ENOG4102NDK,KOG0674,Dm,0.342524698556,-0.23921689043757624,
ENOG4102NDK,KOG0679,Dm,0.885619022516,-0.023577607190386065,
ENOG4102NDK,KOG0686,Dm,0.319201413421,0.01662646337120999,
ENOG4102NDK,KOG0687,Dm,0.272173093441,-0.35192318727569144,
ENOG4102NDK,KOG0727,Dm,0.6499022006899999,0.021916823256041232,
ENOG4102NDK,KOG0728,Dm,0.48286999358800003,0.03333885374865584,
ENOG4102NDK,KOG0729,Dm,0.665137428816,-0.05581409027886329,
ENOG4102NDK,KOG0834,Dm,-0.177461012925,-0.2081184664101026,
ENOG4102NDK,KOG0841,Dm,0.768469694759,-0.1662016539688269,
ENOG4102NDK,KOG0870,Dm,0.5388705805399999,0.19593305288043963,
ENOG4102NDK,KOG0936,Dm,0.158863443888,0.663231371189462,
ENOG4102NDK,KOG0952,Dm,0.688374933102,-0.17921755629062144,
ENOG4102NDK,KOG0970,Dm,0.12039595476600001,0.08162302297765946,
ENOG4102NDK,KOG0977,Dm,0.535445796827,0.13258725031627736,
ENOG4102NDK,KOG0985,Dm,0.644492952355,-0.018840916335083335,
ENOG4102NDK,KOG0989,Dm,0.60467995492,0.01682988914279782,
ENOG4102NDK,KOG0991,Dm,0.47318793783,0.1679249891302361,
ENOG4102NDK,KOG1036,Dm,-0.18100897111699998,0.11170793485248293,
ENOG4102NDK,KOG1060,Dm,0.21091056309300002,0.06022542803158556,
ENOG4102NDK,KOG1105,Dm,0.0417146308673,0.308647242987235,
ENOG4102NDK,KOG1135,Dm,0.432757557896,-0.13238323877162927,
ENOG4102NDK,KOG1137,Dm,0.313079788047,-0.10349008882085137,
ENOG4102NDK,KOG1190,Dm,-0.184396822091,-0.28226595350089323,
ENOG4102NDK,KOG1242,Dm,0.44264584660899997,-0.27882196194586095,
ENOG4102NDK,KOG1244,Dm,0.20026978653900002,-0.009632391867109673,
ENOG4102NDK,KOG1279,Dm,0.871482817651,-0.11847191633728264,
ENOG4102NDK,KOG1342,Dm,0.637203096201,-0.3186921058707076,
